"","weight","stratum","psu","qn8"
"7825",0.6469,101,470230,1
"7826",0.6469,101,470230,1
"7827",0.5926,101,470230,1
"7828",0.5524,101,470230,1
"7829",0.5926,101,470230,1
"7830",0.5926,101,470230,1
"7831",0.5926,101,470230,1
"7832",0.5926,101,470230,1
"7833",0.5926,101,470230,NA
"7834",0.5926,101,470230,1
"7835",0.6367,101,470230,NA
"7836",0.6367,101,470230,NA
"7837",0.3056,101,470230,1
"7838",0.6118,101,470230,2
"7839",0.6118,101,470230,1
"7840",0.5157,101,470230,NA
"7841",0.5926,101,470230,NA
"7842",0.7433,101,470230,1
"7843",0.5926,101,470230,1
"7844",0.7433,101,470230,1
"7845",0.6367,101,470230,NA
"7846",0.6367,101,470230,NA
"7847",0.803,101,470230,NA
"7848",0.6118,101,470230,1
"7849",0.803,101,470230,NA
"7850",0.803,101,470230,NA
"7851",0.8356,101,470230,1
"7852",0.8579,101,470230,1
"7853",2.9941,101,470230,1
"7854",0.8356,101,470230,NA
"7855",0.6118,101,470230,1
"7856",2.8935,101,470230,1
"7857",2.8935,101,470230,1
"7858",0.803,101,470230,NA
"7859",0.6118,101,470230,1
"7860",0.6118,101,470230,1
"7861",2.8935,101,470230,1
"7862",0.803,101,470230,NA
"7863",0.6118,101,470230,1
"7864",0.6118,101,470230,1
"7865",0.6367,101,470230,NA
"7866",0.6367,101,470230,1
"7867",0.6367,101,470230,NA
"7868",2.9941,101,470230,1
"7869",2.9941,101,470230,1
"7870",2.9941,101,470230,NA
"7871",0.8579,101,470230,2
"7872",0.8356,101,470230,NA
"7873",1.776,101,470230,NA
"7874",2.5059,101,470230,1
"7875",2.9941,101,470230,NA
"7876",0.8579,101,470230,NA
"7877",2.9941,101,470230,1
"7878",0.8579,101,470230,1
"7879",0.8579,101,470230,NA
"7880",0.8579,101,470230,1
"7881",0.8579,101,470230,1
"7882",2.9941,101,470230,NA
"7883",0.8579,101,470230,1
"7884",0.8579,101,470230,1
"7885",0.8579,101,470230,1
"7886",1.776,101,470230,NA
"7887",0.6118,101,470230,NA
"7888",1.776,101,470230,1
"7889",0.6588,101,470230,NA
"7890",0.6367,101,470230,NA
"7891",0.8579,101,470230,1
"7892",2.4856,101,470230,1
"7893",2.4856,101,470230,1
"7894",1.776,101,470230,1
"7895",4.7231,103,471570,NA
"7896",4.7231,103,471570,1
"7897",4.7231,103,471570,NA
"7898",4.7231,103,471570,NA
"7899",4.7231,103,471570,1
"7900",4.7231,103,471570,1
"7901",4.7231,103,471570,NA
"7902",4.7231,103,471570,1
"7903",4.7231,103,471570,1
"7904",4.7231,103,471570,1
"7905",4.7231,103,471570,NA
"7906",4.7231,103,471570,1
"7907",9.0678,103,471570,1
"7908",9.0678,103,471570,2
"7909",9.0678,103,471570,NA
"7910",9.0678,103,471570,1
"7911",9.0678,103,471570,1
"7912",9.0678,103,471570,1
"7913",9.0678,103,471570,1
"7914",9.0678,103,471570,2
"7915",9.0678,103,471570,1
"7916",9.0678,103,471570,2
"7917",9.0678,103,471570,1
"7918",4.7231,103,471570,1
"7919",4.7231,103,471570,NA
"7920",9.9557,103,471570,NA
"7921",9.9557,103,471570,NA
"7922",9.9557,103,471570,2
"7923",9.9557,103,471570,NA
"7924",9.9557,103,471570,1
"7925",9.9557,103,471570,1
"7926",9.9557,103,471570,NA
"7927",9.9557,103,471570,NA
"7928",9.9557,103,471570,1
"7929",9.9557,103,471570,1
"7930",9.0678,103,471570,1
"7931",9.0678,103,471570,1
"7932",9.0678,103,471570,2
"7933",9.0678,103,471570,1
"7934",9.0678,103,471570,NA
"7935",9.0678,103,471570,2
"7936",4.7231,103,471570,NA
"7937",4.7231,103,471570,1
"7938",4.7231,103,471570,NA
"7939",4.7231,103,471570,2
"7940",4.7231,103,471570,NA
"7941",4.7231,103,471570,NA
"7942",4.7231,103,471570,1
"7943",4.7231,103,471570,2
"7944",4.7231,103,471570,NA
"7945",4.7231,103,471570,1
"7946",4.7231,103,471570,1
"7947",4.7231,103,471570,NA
"7948",4.7231,103,471570,1
"7949",4.7231,103,471570,1
"7950",4.7231,103,471570,NA
"7951",4.7231,103,471570,2
"7952",0.8824,214,480290,2
"7953",0.7309,214,480290,1
"7954",0.7213,214,480290,1
"7955",0.7309,214,480290,NA
"7956",0.7309,214,480290,1
"7957",0.7309,214,480290,NA
"7958",0.7309,214,480290,1
"7959",0.8824,214,480290,NA
"7960",0.7309,214,480290,1
"7961",0.8918,214,480290,1
"7962",0.7309,214,480290,NA
"7963",0.8503,214,480290,1
"7964",0.8918,214,480290,1
"7965",0.8918,214,480290,1
"7966",0.7309,214,480290,1
"7967",0.8824,214,480290,1
"7968",0.8824,214,480290,1
"7969",0.7309,214,480290,1
"7970",0.8824,214,480290,NA
"7971",0.7309,214,480290,1
"7972",0.7309,214,480290,1
"7973",0.7309,214,480290,2
"7974",0.8824,214,480290,1
"7975",0.8824,214,480290,1
"7976",0.7309,214,480290,1
"7977",0.8503,214,480290,2
"7978",0.8918,214,480290,1
"7979",0.8918,214,480290,1
"7980",0.8918,214,480290,1
"7981",0.8918,214,480290,1
"7982",0.8918,214,480290,1
"7983",0.8824,214,480290,1
"7984",0.7309,214,480290,1
"7985",0.7309,214,480290,1
"7986",0.7309,214,480290,1
"7987",0.7309,214,480290,1
"7988",0.8824,214,480290,NA
"7989",0.8824,214,480290,1
"7990",0.6391,214,480290,NA
"7991",0.6391,214,480290,NA
"7992",0.6391,214,480290,NA
"7993",0.8918,214,480290,1
"7994",0.8503,214,480290,NA
"7995",0.8503,214,480290,1
"7996",0.8918,214,480290,NA
"7997",0.8503,214,480290,1
"7998",0.8503,214,480290,1
"7999",0.8918,214,480290,NA
"8000",0.8918,214,480290,2
"8001",0.8503,214,480290,1
"8002",0.8503,214,480290,1
"8003",0.8503,214,480290,1
"8004",0.8503,214,480290,NA
"8005",0.8503,214,480290,1
"8006",0.9655,214,480290,1
"8007",0.7213,214,480290,NA
"8008",0.6391,214,480290,1
"8009",0.6391,214,480290,NA
"8010",1.2259,214,480290,1
"8011",0.6391,214,480290,NA
"8012",1.2259,214,480290,1
"8013",0.6391,214,480290,1
"8014",0.6391,214,480290,NA
"8015",0.6391,214,480290,NA
"8016",0.6391,214,480290,NA
"8017",0.8824,214,480290,1
"8018",1.6416,214,480290,1
"8019",0.6391,214,480290,2
"8020",0.6391,214,480290,1
"8021",0.7849,214,480290,NA
"8022",0.7849,214,480290,2
"8023",0.7849,214,480290,NA
"8024",0.7213,214,480290,1
"8025",1.2671,214,480290,1
"8026",0.7849,214,480290,1
"8027",0.7849,214,480290,1
"8028",0.7213,214,480290,NA
"8029",0.7213,214,480290,1
"8030",0.4823,214,480290,NA
"8031",0.9655,214,480290,NA
"8032",0.8918,214,480290,1
"8033",0.8503,214,480290,1
"8034",0.8503,214,480290,1
"8035",0.8918,214,480290,1
"8036",0.8918,214,480290,1
"8037",0.8503,214,480290,1
"8038",0.8503,214,480290,NA
"8039",0.8918,214,480290,NA
"8040",0.7213,214,480290,1
"8041",0.7849,214,480290,NA
"8042",0.7849,214,480290,NA
"8043",0.7849,214,480290,1
"8044",0.7849,214,480290,NA
"8045",1.0506,214,480290,1
"8046",0.7849,214,480290,1
"8047",0.7849,214,480290,1
"8048",0.7849,214,480290,NA
"8049",0.7213,214,480290,1
"8050",0.7213,214,480290,1
"8051",0.5249,214,480290,2
"8052",0.7849,214,480290,NA
"8053",0.7213,214,480290,NA
"8054",0.7213,214,480290,1
"8055",0.7849,214,480290,NA
"8056",0.7849,214,480290,1
"8057",0.8503,214,480290,1
"8058",0.8918,214,480290,1
"8059",0.8503,214,480290,1
"8060",0.8918,214,480290,2
"8061",0.8918,214,480290,1
"8062",0.8503,214,480290,1
"8063",0.9771,214,480290,2
"8064",0.8503,214,480290,1
"8065",0.8918,214,480290,1
"8066",0.8918,214,480290,1
"8067",0.8503,214,480290,NA
"8068",0.8918,214,480290,2
"8069",0.8918,214,480290,1
"8070",0.8503,214,480290,1
"8071",0.8503,214,480290,2
"8072",0.8918,214,480290,1
"8073",0.7849,214,480290,NA
"8074",0.7849,214,480290,NA
"8075",0.7213,214,480290,NA
"8076",0.7849,214,480290,NA
"8077",0.7213,214,480290,NA
"8078",0.7213,214,480290,NA
"8079",0.7849,214,480290,1
"8080",0.7309,214,480290,1
"8081",0.8824,214,480290,NA
"8082",0.7309,214,480290,2
"8083",0.8824,214,480290,NA
"8084",0.8824,214,480290,NA
"8085",0.8824,214,480290,1
"8086",0.7309,214,480290,1
"8087",0.7309,214,480290,1
"8088",0.7309,214,480290,1
"8089",1.3321,214,480290,1
"8090",0.7309,214,480290,1
"8091",0.8824,214,480290,1
"8092",0.8824,214,480290,NA
"8093",0.7309,214,480290,1
"8094",0.8824,214,480290,NA
"8095",0.7309,214,480290,1
"8096",0.9655,214,480290,1
"8097",0.7309,214,480290,1
"8098",0.6391,214,480290,1
"8099",0.6391,214,480290,NA
"8100",0.6391,214,480290,NA
"8101",0.8559,214,480290,NA
"8102",0.6391,214,480290,NA
"8103",1.2259,214,480290,NA
"8104",1.2259,214,480290,1
"8105",0.6391,214,480290,1
"8106",0.8918,214,480290,1
"8107",0.8503,214,480290,NA
"8108",0.8503,214,480290,1
"8109",0.6391,214,480290,1
"8110",0.7213,214,480290,2
"8111",0.7213,214,480290,1
"8112",0.7213,214,480290,1
"8113",0.7213,214,480290,1
"8114",0.7213,214,480290,NA
"8115",0.7849,214,480290,1
"8116",0.8824,214,480290,NA
"8117",1.2259,214,480290,1
"8118",0.6391,214,480290,NA
"8119",1.2259,214,480290,NA
"8120",0.6391,214,480290,NA
"8121",1.2259,214,480290,NA
"8122",1.6416,214,480290,NA
"8123",0.6391,214,480290,1
"8124",1.2259,214,480290,1
"8125",0.6391,214,480290,1
"8126",1.2259,214,480290,2
"8127",1.2259,214,480290,1
"8128",0.8824,214,480290,1
"8129",0.8824,214,480290,1
"8130",0.8824,214,480290,1
"8131",0.8824,214,480290,NA
"8132",0.7309,214,480290,2
"8133",0.7309,214,480290,1
"8134",0.8824,214,480290,1
"8135",0.8824,214,480290,NA
"8136",0.7412,214,480290,1
"8137",1.2259,214,480290,NA
"8138",1.2259,214,480290,1
"8139",1.2259,214,480290,NA
"8140",0.6583,213,482090,1
"8141",0.7332,213,482090,NA
"8142",0.7332,213,482090,NA
"8143",0.7565,213,482090,2
"8144",0.6583,213,482090,NA
"8145",0.7565,213,482090,1
"8146",0.7332,213,482090,1
"8147",0.6381,213,482090,1
"8148",0.6583,213,482090,1
"8149",0.6381,213,482090,NA
"8150",0.6381,213,482090,1
"8151",0.6583,213,482090,1
"8152",0.6381,213,482090,NA
"8153",0.6583,213,482090,NA
"8154",0.6381,213,482090,NA
"8155",1.0773,213,482090,1
"8156",0.6583,213,482090,NA
"8157",0.6583,213,482090,1
"8158",0.7565,213,482090,1
"8159",0.6583,213,482090,1
"8160",0.6381,213,482090,NA
"8161",0.6583,213,482090,NA
"8162",0.6381,213,482090,1
"8163",0.6583,213,482090,1
"8164",0.6583,213,482090,2
"8165",0.6583,213,482090,1
"8166",0.6583,213,482090,1
"8167",0.7565,213,482090,1
"8168",0.6381,213,482090,1
"8169",0.7565,213,482090,NA
"8170",0.6381,213,482090,1
"8171",0.6896,213,482090,1
"8172",0.6583,213,482090,1
"8173",0.6583,213,482090,NA
"8174",0.6583,213,482090,1
"8175",0.6583,213,482090,1
"8176",0.6381,213,482090,NA
"8177",0.6583,213,482090,1
"8178",1.0442,213,482090,1
"8179",0.6583,213,482090,1
"8180",0.6381,213,482090,NA
"8181",0.5856,213,482090,NA
"8182",0.6654,213,482090,1
"8183",0.6583,213,482090,1
"8184",0.6381,213,482090,NA
"8185",0.6381,213,482090,NA
"8186",0.6583,213,482090,1
"8187",0.6583,213,482090,1
"8188",0.6381,213,482090,NA
"8189",0.7332,213,482090,1
"8190",0.6381,213,482090,1
"8191",0.6381,213,482090,1
"8192",0.6381,213,482090,1
"8193",0.6583,213,482090,1
"8194",0.6381,213,482090,1
"8195",0.6381,213,482090,NA
"8196",0.6381,213,482090,1
"8197",0.3322,213,482090,1
"8198",0.6654,213,482090,NA
"8199",0.6654,213,482090,1
"8200",1.2127,213,482090,1
"8201",0.5856,213,482090,1
"8202",0.5856,213,482090,NA
"8203",0.5856,213,482090,1
"8204",0.7626,213,482090,NA
"8205",0.5856,213,482090,NA
"8206",0.6654,213,482090,1
"8207",0.6654,213,482090,NA
"8208",0.5856,213,482090,NA
"8209",0.5856,213,482090,1
"8210",0.7626,213,482090,NA
"8211",0.7836,213,482090,NA
"8212",0.6654,213,482090,1
"8213",0.5856,213,482090,1
"8214",0.7626,213,482090,NA
"8215",0.6654,213,482090,1
"8216",0.5856,213,482090,1
"8217",0.6654,213,482090,NA
"8218",0.8665,213,482090,1
"8219",0.5326,213,482090,NA
"8220",0.8665,213,482090,NA
"8221",0.5856,213,482090,1
"8222",0.5856,213,482090,1
"8223",0.6654,213,482090,NA
"8224",0.5856,213,482090,1
"8225",0.7626,213,482090,NA
"8226",0.5093,213,482090,1
"8227",0.6381,213,482090,2
"8228",0.6654,213,482090,1
"8229",0.5856,213,482090,NA
"8230",0.8665,213,482090,1
"8231",0.5856,213,482090,NA
"8232",0.6654,213,482090,1
"8233",0.6595,213,482090,1
"8234",0.5326,213,482090,1
"8235",0.7132,213,482090,1
"8236",0.5326,213,482090,NA
"8237",0.4925,213,482090,1
"8238",0.7132,213,482090,1
"8239",0.5326,213,482090,1
"8240",0.4925,213,482090,1
"8241",0.4925,213,482090,1
"8242",0.4925,213,482090,1
"8243",0.6177,213,482090,NA
"8244",0.4925,213,482090,1
"8245",0.7132,213,482090,1
"8246",0.6086,213,482090,1
"8247",0.4925,213,482090,NA
"8248",0.7132,213,482090,NA
"8249",0.7132,213,482090,1
"8250",0.4925,213,482090,NA
"8251",0.9871,213,482090,NA
"8252",0.5326,213,482090,NA
"8253",0.4925,213,482090,1
"8254",0.5326,213,482090,1
"8255",0.5326,213,482090,1
"8256",0.4925,213,482090,1
"8257",0.4925,213,482090,NA
"8258",0.4925,213,482090,NA
"8259",0.5326,213,482090,NA
"8260",0.7132,213,482090,1
"8261",0.4925,213,482090,NA
"8262",0.6817,213,482090,1
"8263",0.5093,213,482090,NA
"8264",0.4925,213,482090,1
"8265",0.4925,213,482090,NA
"8266",0.5326,213,482090,NA
"8267",0.4925,213,482090,NA
"8268",0.6595,213,482090,1
"8269",0.7132,213,482090,NA
"8270",0.7132,213,482090,1
"8271",0.6654,213,482090,1
"8272",0.8665,213,482090,1
"8273",0.5856,213,482090,1
"8274",1.0673,213,482090,NA
"8275",0.5856,213,482090,NA
"8276",0.8665,213,482090,1
"8277",0.5856,213,482090,NA
"8278",0.5856,213,482090,NA
"8279",0.6654,213,482090,NA
"8280",0.6654,213,482090,1
"8281",0.6654,213,482090,1
"8282",0.5093,213,482090,1
"8283",0.6381,213,482090,1
"8284",0.6583,213,482090,NA
"8285",0.7565,213,482090,1
"8286",0.6817,213,482090,1
"8287",0.6817,213,482090,2
"8288",0.6817,213,482090,1
"8289",0.8147,213,482090,NA
"8290",0.6817,213,482090,1
"8291",0.6654,213,482090,1
"8292",0.7626,213,482090,NA
"8293",0.5856,213,482090,NA
"8294",0.3322,213,482090,NA
"8295",0.5856,213,482090,1
"8296",0.6654,213,482090,1
"8297",0.5856,213,482090,NA
"8298",0.6817,213,482090,1
"8299",0.8147,213,482090,NA
"8300",0.5093,213,482090,1
"8301",0.8147,213,482090,NA
"8302",0.8147,213,482090,NA
"8303",0.8147,213,482090,NA
"8304",0.5326,213,482090,NA
"8305",0.4925,213,482090,1
"8306",0.6086,213,482090,1
"8307",0.5093,213,482090,1
"8308",0.8147,213,482090,2
"8309",0.6086,213,482090,NA
"8310",0.5093,213,482090,NA
"8311",0.6817,213,482090,NA
"8312",0.5093,213,482090,NA
"8313",0.5093,213,482090,NA
"8314",0.8147,213,482090,1
"8315",0.6595,213,482090,NA
"8316",0.6086,213,482090,1
"8317",0.6595,213,482090,NA
"8318",0.4925,213,482090,NA
"8319",0.7132,213,482090,1
"8320",0.4925,213,482090,1
"8321",0.5712,213,482090,NA
"8322",0.6595,213,482090,1
"8323",0.5093,213,482090,1
"8324",0.6086,213,482090,NA
"8325",0.6817,213,482090,NA
"8326",0.6086,213,482090,NA
"8327",0.5093,213,482090,1
"8328",0.6086,213,482090,NA
"8329",0.5093,213,482090,1
"8330",0.8147,213,482090,NA
"8331",0.6086,213,482090,NA
"8332",0.8147,213,482090,1
"8333",0.8147,213,482090,1
"8334",0.6817,213,482090,NA
"8335",0.5326,213,482090,NA
"8336",0.5326,213,482090,1
"8337",0.5326,213,482090,1
"8338",0.4925,213,482090,NA
"8339",0.407,213,482090,1
"8340",0.6086,213,482090,NA
"8341",0.5093,213,482090,NA
"8342",0.8147,213,482090,1
"8343",0.6086,213,482090,NA
"8344",0.6086,213,482090,1
"8345",0.5093,213,482090,1
"8346",0.6817,213,482090,NA
"8347",0.6583,213,482090,2
"8348",0.6086,213,482090,1
"8349",0.8147,213,482090,1
"8350",0.5093,213,482090,1
"8351",0.5093,213,482090,NA
"8352",0.6086,213,482090,1
"8353",0.5093,213,482090,NA
"8354",0.8147,213,482090,1
"8355",0.5207,213,482090,NA
"8356",0.7651,213,482090,1
"8357",0.5207,213,482090,1
"8358",0.7152,213,482090,1
"8359",0.2944,213,482090,1
"8360",0.7684,213,482090,NA
"8361",0.6687,213,482090,1
"8362",0.6714,213,482090,2
"8363",0.2944,213,482090,NA
"8364",0.3941,213,482090,2
"8365",0.3941,213,482090,NA
"8366",0.5207,213,482090,NA
"8367",0.5207,213,482090,NA
"8368",0.5207,213,482090,1
"8369",0.5207,213,482090,NA
"8370",0.6973,213,482090,1
"8371",0.7651,213,482090,2
"8372",0.5713,213,482090,1
"8373",0.7651,213,482090,1
"8374",0.3574,213,482090,1
"8375",0.5207,213,482090,1
"8376",0.5713,213,482090,1
"8377",0.7651,213,482090,1
"8378",0.5207,213,482090,NA
"8379",0.5713,213,482090,NA
"8380",0.6973,213,482090,NA
"8381",0.5207,213,482090,1
"8382",0.5207,213,482090,NA
"8383",0.5207,213,482090,NA
"8384",0.5713,213,482090,1
"8385",0.7651,213,482090,NA
"8386",0.9893,213,482090,NA
"8387",0.9893,213,482090,NA
"8388",0.9893,213,482090,1
"8389",0.5888,213,482090,1
"8390",0.9893,213,482090,1
"8391",0.4522,213,482090,NA
"8392",0.4522,213,482090,1
"8393",0.4522,213,482090,NA
"8394",0.4522,213,482090,NA
"8395",0.9893,213,482090,1
"8396",0.5713,213,482090,1
"8397",0.5713,213,482090,1
"8398",0.5713,213,482090,1
"8399",0.4522,213,482090,NA
"8400",0.9893,213,482090,NA
"8401",0.9893,213,482090,1
"8402",0.4522,213,482090,1
"8403",0.9893,213,482090,NA
"8404",0.8241,213,482090,1
"8405",0.4522,213,482090,1
"8406",0.4522,213,482090,NA
"8407",1.8029,213,482090,1
"8408",1.2882,213,482090,1
"8409",0.4522,213,482090,1
"8410",0.5888,213,482090,1
"8411",0.4522,213,482090,1
"8412",0.8241,213,482090,1
"8413",0.4522,213,482090,2
"8414",0.4522,213,482090,1
"8415",0.4522,213,482090,1
"8416",0.4522,213,482090,1
"8417",1.2882,213,482090,1
"8418",0.4522,213,482090,NA
"8419",0.5888,213,482090,1
"8420",0.5888,213,482090,1
"8421",0.4522,213,482090,NA
"8422",0.4522,213,482090,2
"8423",0.5888,213,482090,NA
"8424",0.4522,213,482090,NA
"8425",0.4522,213,482090,NA
"8426",0.2944,213,482090,1
"8427",0.5888,213,482090,1
"8428",0.4522,213,482090,1
"8429",0.6276,213,482090,1
"8430",1.8029,213,482090,1
"8431",0.9893,213,482090,NA
"8432",0.2944,213,482090,NA
"8433",0.2944,213,482090,NA
"8434",0.2944,213,482090,1
"8435",0.5173,213,482090,1
"8436",1.1026,213,482090,1
"8437",0.5888,213,482090,NA
"8438",0.5888,213,482090,NA
"8439",1.2882,213,482090,1
"8440",0.9893,213,482090,NA
"8441",0.2944,213,482090,NA
"8442",0.2944,213,482090,NA
"8443",0.2944,213,482090,1
"8444",0.2944,213,482090,1
"8445",0.2944,213,482090,2
"8446",0.6276,213,482090,NA
"8447",0.3941,213,482090,1
"8448",0.2944,213,482090,1
"8449",0.2944,213,482090,NA
"8450",0.2944,213,482090,1
"8451",0.4522,213,482090,1
"8452",0.4522,213,482090,2
"8453",0.4522,213,482090,1
"8454",1.2882,213,482090,2
"8455",0.9893,213,482090,1
"8456",0.4522,213,482090,1
"8457",0.5888,213,482090,2
"8458",0.5713,213,482090,2
"8459",0.5713,213,482090,1
"8460",0.5207,213,482090,1
"8461",0.5713,213,482090,1
"8462",0.5713,213,482090,1
"8463",0.5207,213,482090,1
"8464",0.6973,213,482090,1
"8465",0.6276,213,482090,1
"8466",0.2944,213,482090,NA
"8467",0.2944,213,482090,NA
"8468",0.2944,213,482090,NA
"8469",0.8402,213,482090,2
"8470",0.6276,213,482090,1
"8471",0.5713,213,482090,NA
"8472",1.0589,213,482090,1
"8473",0.5207,213,482090,1
"8474",0.2944,213,482090,1
"8475",0.3941,213,482090,NA
"8476",0.6276,213,482090,NA
"8477",0.6276,213,482090,NA
"8478",0.6276,213,482090,2
"8479",0.6276,213,482090,1
"8480",0.3941,213,482090,1
"8481",0.2944,213,482090,NA
"8482",0.5713,213,482090,1
"8483",0.5713,213,482090,NA
"8484",0.6973,213,482090,2
"8485",0.5207,213,482090,NA
"8486",0.5713,213,482090,NA
"8487",0.5713,213,482090,1
"8488",0.5207,213,482090,NA
"8489",0.5713,213,482090,NA
"8490",0.7651,213,482090,2
"8491",0.2944,213,482090,NA
"8492",0.6276,213,482090,2
"8493",0.8402,213,482090,2
"8494",0.7152,213,482090,1
"8495",0.6687,213,482090,1
"8496",0.6687,213,482090,NA
"8497",0.7651,213,482090,1
"8498",0.2944,213,482090,NA
"8499",1.1026,213,482090,NA
"8500",0.8402,213,482090,2
"8501",0.3941,213,482090,1
"8502",0.8402,213,482090,1
"8503",0.3941,213,482090,2
"8504",0.6714,213,482090,NA
"8505",0.2944,213,482090,2
"8506",0.7152,213,482090,NA
"8507",0.8218,213,482090,1
"8508",0.7152,213,482090,NA
"8509",0.7152,213,482090,1
"8510",0.2944,213,482090,1
"8511",0.2944,213,482090,NA
"8512",0.3941,213,482090,NA
"8513",0.2944,213,482090,NA
"8514",0.3941,213,482090,NA
"8515",0.6714,213,482090,1
"8516",0.6276,213,482090,2
"8517",0.315,213,482090,2
"8518",0.7152,213,482090,2
"8519",0.6687,213,482090,NA
"8520",1.0943,213,482090,NA
"8521",0.7152,213,482090,NA
"8522",0.7152,213,482090,1
"8523",0.8218,213,482090,1
"8524",0.6687,213,482090,1
"8525",0.7152,213,482090,1
"8526",0.7152,213,482090,1
"8527",0.6276,213,482090,1
"8528",0.8218,213,482090,2
"8529",0.7152,213,482090,1
"8530",0.7152,213,482090,1
"8531",0.6687,213,482090,NA
"8532",0.7152,213,482090,NA
"8533",0.7152,213,482090,NA
"8534",0.7152,213,482090,1
"8535",0.7152,213,482090,1
"8536",0.6687,213,482090,NA
"8537",0.6687,213,482090,2
"8538",1.0943,213,482090,NA
"8539",0.6687,213,482090,1
"8540",0.6687,213,482090,NA
"8541",0.7152,213,482090,1
"8542",0.6687,213,482090,1
"8543",0.7684,213,482090,1
"8544",0.7684,213,482090,NA
"8545",0.6687,213,482090,1
"8546",0.6687,213,482090,NA
"8547",0.7152,213,482090,2
"8548",0.7152,213,482090,1
"8549",1.0943,213,482090,2
"8550",1.0943,213,482090,1
"8551",1.0943,213,482090,1
"8552",0.6687,213,482090,1
"8553",0.8218,213,482090,1
"8554",0.6687,213,482090,NA
"8555",0.6687,213,482090,NA
"8556",0.7152,213,482090,1
"8557",0.6232,101,540390,NA
"8558",0.8005,101,540390,1
"8559",0.8005,101,540390,NA
"8560",0.8386,101,540390,1
"8561",0.8386,101,540390,1
"8562",0.8005,101,540390,1
"8563",0.4269,101,540390,NA
"8564",0.8005,101,540390,1
"8565",0.8005,101,540390,NA
"8566",0.5949,101,540390,1
"8567",0.8005,101,540390,1
"8568",0.8005,101,540390,1
"8569",0.8005,101,540390,2
"8570",0.8005,101,540390,1
"8571",0.8386,101,540390,NA
"8572",1.1943,101,540390,1
"8573",0.6966,101,540390,1
"8574",0.8005,101,540390,1
"8575",0.8386,101,540390,NA
"8576",0.4269,101,540390,NA
"8577",0.8386,101,540390,1
"8578",0.8386,101,540390,NA
"8579",0.8386,101,540390,1
"8580",0.8005,101,540390,NA
"8581",0.8386,101,540390,1
"8582",0.8386,101,540390,1
"8583",0.8005,101,540390,NA
"8584",1.108,101,540390,1
"8585",0.6552,101,540390,NA
"8586",0.6552,101,540390,1
"8587",1.108,101,540390,NA
"8588",0.6552,101,540390,1
"8589",0.6552,101,540390,1
"8590",0.6552,101,540390,1
"8591",0.8599,101,540390,NA
"8592",1.108,101,540390,1
"8593",1.0701,101,540390,1
"8594",0.7298,101,540390,1
"8595",1.1943,101,540390,1
"8596",0.8005,101,540390,1
"8597",0.9728,101,540390,1
"8598",1.0461,101,540390,NA
"8599",1.0461,101,540390,NA
"8600",2.2634,101,540390,NA
"8601",1.0701,101,540390,2
"8602",1.6354,101,540390,1
"8603",0.6552,101,540390,1
"8604",0.6552,101,540390,NA
"8605",1.108,101,540390,1
"8606",0.6552,101,540390,1
"8607",0.6552,101,540390,NA
"8608",1.4541,101,540390,NA
"8609",1.108,101,540390,1
"8610",0.6552,101,540390,NA
"8611",0.6552,101,540390,NA
"8612",0.6552,101,540390,1
"8613",0.6552,101,540390,NA
"8614",1.0461,101,540390,NA
"8615",0.9728,101,540390,1
"8616",0.9728,101,540390,1
"8617",0.9728,101,540390,2
"8618",0.9728,101,540390,1
"8619",1.0461,101,540390,1
"8620",1.0461,101,540390,1
"8621",1.0461,101,540390,1
"8622",0.6552,101,540390,NA
"8623",1.0461,101,540390,NA
"8624",0.8797,101,540390,NA
"8625",1.0461,101,540390,1
"8626",1.0461,101,540390,1
"8627",1.108,101,540390,NA
"8628",1.108,101,540390,1
"8629",0.6552,101,540390,NA
"8630",0.9728,101,540390,1
"8631",1.108,101,540390,1
"8632",0.9728,101,540390,1
"8633",0.9728,101,540390,1
"8634",0.9728,101,540390,1
"8635",0.9728,101,540390,1
"8636",1.6354,101,540390,NA
"8637",1.6354,101,540390,1
"8638",1.0701,101,540390,NA
"8639",1.6354,101,540390,NA
"8640",1.6354,101,540390,NA
"8641",1.0701,101,540390,1
"8642",1.0701,101,540390,NA
"8643",1.0701,101,540390,NA
"8644",1.0701,101,540390,1
"8645",1.0701,101,540390,1
"8646",1.0701,101,540390,1
"8647",1.219,101,540390,NA
"8648",1.5997,101,540390,1
"8649",1.219,101,540390,NA
"8650",0.8535,101,540390,1
"8651",0.8535,101,540390,NA
"8652",0.8535,101,540390,2
"8653",0.8535,101,540390,NA
"8654",0.8535,101,540390,1
"8655",1.1945,101,540390,1
"8656",1.1945,101,540390,1
"8657",1.1945,101,540390,1
"8658",2.4278,101,540390,1
"8659",1.433,101,540390,2
"8660",1.0063,101,540390,1
"8661",1.0063,101,540390,1
"8662",1.5941,101,540390,1
"8663",1.5941,101,540390,2
"8664",1.5941,101,540390,2
"8665",1.0063,101,540390,1
"8666",1.0063,101,540390,NA
"8667",1.5941,101,540390,1
"8668",1.9318,101,540390,NA
"8669",1.219,101,540390,1
"8670",1.9318,101,540390,NA
"8671",1.5997,101,540390,NA
"8672",1.6399,101,540390,1
"8673",2.2696,101,540390,NA
"8674",1.2751,101,540390,1
"8675",1.7647,101,540390,1
"8676",1.2751,101,540390,1
"8677",1.6399,101,540390,NA
"8678",1.6399,101,540390,1
"8679",0.8757,101,540390,2
