"","SERNUM","CTBAND","ADULTH","DEPCHLDH","GROSS2","HHINC","PSU","TENURE"
"1388",4280,4,2,0,434,220,292,1
"1389",726,2,1,0,434,221,51,2
"1390",1266,2,1,0,338,221,87,2
"1391",3481,3,2,3,406,221,237,3
"1392",4057,3,2,0,400,221,278,1
"1393",4337,5,1,0,546,221,296,1
"1394",4424,1,2,1,436,221,301,2
"1395",174,2,1,0,358,222,12,2
"1396",495,3,3,0,258,222,36,2
"1397",1900,5,1,0,567,222,130,4
"1398",2575,3,2,0,406,222,176,1
"1399",2948,2,2,0,430,222,201,3
"1400",3013,1,1,0,368,222,205,3
"1401",3022,2,2,0,490,222,206,2
"1402",3163,2,2,0,435,222,216,2
"1403",3244,2,1,0,363,222,222,3
"1404",3520,3,2,0,380,222,240,1
"1405",4094,3,2,0,486,222,280,1
"1406",4191,4,1,0,386,222,287,2
"1407",4612,2,1,0,390,222,315,2
"1408",4664,1,2,2,439,222,319,2
"1409",1239,1,2,0,536,223,86,1
"1410",1245,2,2,0,687,223,86,1
"1411",1563,1,1,0,505,223,106,2
"1412",1671,3,1,0,448,223,114,4
"1413",2014,5,2,0,379,223,138,1
"1414",2455,3,2,0,470,223,169,2
"1415",4040,3,2,0,394,223,276,2
"1416",4146,1,1,0,559,223,284,1
"1417",4683,2,2,1,405,223,320,1
"1418",159,3,2,0,452,224,11,2
"1419",668,2,2,0,401,224,48,3
"1420",677,1,2,0,542,224,48,1
"1421",1042,3,2,0,523,224,72,2
"1422",1691,2,1,0,715,224,115,1
"1423",2078,1,1,1,298,224,143,1
"1424",3075,2,2,0,523,224,209,1
"1425",3713,1,1,0,576,224,254,2
"1426",3925,1,2,0,547,224,269,2
"1427",216,2,2,0,464,225,15,1
"1428",377,4,2,0,371,225,27,2
"1429",1581,5,1,0,524,225,107,1
"1430",1804,2,1,0,718,225,122,1
"1431",2286,2,2,0,515,225,158,1
"1432",2297,1,1,0,443,225,159,2
"1433",2541,5,1,0,402,225,174,1
"1434",2560,1,2,0,506,225,175,3
"1435",2790,1,1,2,331,225,190,2
"1436",3614,5,2,0,595,225,246,1
"1437",3959,1,1,0,348,225,271,2
"1438",380,2,2,0,406,226,27,2
"1439",504,1,1,0,428,226,36,2
"1440",1745,2,3,0,763,226,118,2
"1441",1853,2,1,3,286,226,126,2
"1442",2610,1,1,0,452,226,178,2
"1443",3337,1,2,3,446,226,228,3
"1444",3377,1,1,0,859,226,230,2
"1445",4684,1,1,0,781,226,320,1
"1446",129,3,1,0,360,227,9,1
"1447",328,4,2,0,822,227,23,1
"1448",1741,1,1,3,599,227,118,2
"1449",2425,2,1,0,485,227,166,3
"1450",2576,1,1,0,420,227,176,2
"1451",3653,1,2,0,534,227,249,2
"1452",4477,4,1,0,308,227,305,4
"1453",1146,2,1,3,225,228,79,2
"1454",1230,2,2,0,249,228,85,1
"1455",1437,2,1,0,405,228,99,1
"1456",2049,1,1,0,392,228,140,2
"1457",2131,1,2,0,415,228,147,3
"1458",2203,2,2,0,1733,228,153,1
"1459",2254,4,2,0,408,228,156,4
"1460",3271,4,1,0,304,228,224,3
"1461",3326,1,2,0,549,228,227,1
"1462",3596,4,2,0,414,228,245,1
"1463",3750,4,3,0,427,228,256,1
"1464",3876,5,1,3,597,228,265,4
"1465",4530,4,1,0,508,228,309,2
"1466",383,2,1,2,313,229,27,1
"1467",721,1,1,0,447,229,51,2
"1468",1139,4,3,2,571,229,78,2
"1469",1347,5,1,2,302,229,93,4
"1470",1927,1,1,3,432,229,131,3
"1471",3041,2,1,2,410,229,207,2
"1472",3600,2,1,0,415,229,245,1
"1473",3634,1,1,0,400,229,247,2
"1474",660,2,2,0,435,230,48,3
"1475",883,3,2,0,532,230,63,1
"1476",1444,3,2,0,452,230,100,1
"1477",1907,4,1,2,262,230,130,3
"1478",2360,3,1,0,390,230,163,2
"1479",2411,2,2,2,433,230,166,2
"1480",2589,3,2,0,382,230,177,1
"1481",3315,2,2,3,367,230,226,2
"1482",3833,2,1,2,320,230,263,2
"1483",4046,2,2,0,470,230,277,1
"1484",4372,2,1,0,344,230,298,2
"1485",4630,3,1,0,329,230,316,1
"1486",1344,2,1,0,710,231,93,4
"1487",1761,2,1,2,509,231,119,2
"1488",1868,6,2,0,534,231,127,1
"1489",2899,3,1,0,306,231,198,2
"1490",3659,2,3,0,672,231,249,2
"1491",4021,4,2,1,422,231,275,1
"1492",4298,1,1,0,689,231,293,1
"1493",4692,1,2,0,452,231,320,2
"1494",1312,3,1,0,484,232,91,4
"1495",2478,7,2,1,451,232,170,1
"1496",2552,1,1,0,702,232,175,4
"1497",2827,1,1,2,616,232,193,2
"1498",3148,2,3,0,437,232,215,1
"1499",3442,2,1,0,604,232,235,1
"1500",3744,4,2,0,359,232,256,1
"1501",4042,4,1,0,230,232,277,2
"1502",4434,4,1,0,375,232,302,1
"1503",145,2,2,0,550,233,10,1
"1504",330,4,2,0,728,233,23,1
"1505",524,1,2,1,421,233,37,2
"1506",1017,1,2,0,534,233,71,2
"1507",1035,2,1,0,382,233,72,2
"1508",1551,3,2,0,441,233,106,1
"1509",1781,3,2,0,367,233,121,1
"1510",2558,1,1,1,291,233,175,1
"1511",2903,3,3,1,288,233,198,1
"1512",2914,4,1,0,451,233,198,4
"1513",3010,1,1,0,434,233,205,1
"1514",3232,5,1,0,453,233,221,1
"1515",3246,4,2,0,443,233,222,1
"1516",3682,2,2,0,463,233,251,1
"1517",3893,5,2,0,585,233,267,1
"1518",4035,7,2,2,353,233,276,4
"1519",4077,2,2,2,444,233,279,2
"1520",4253,1,1,1,583,233,290,2
"1521",1065,3,1,1,399,234,74,4
"1522",1220,2,1,0,380,234,84,2
"1523",1670,1,2,0,474,234,113,2
"1524",1718,1,1,1,269,234,117,2
"1525",2077,1,1,0,421,234,143,2
"1526",2637,3,1,0,400,234,180,1
"1527",2783,2,2,0,505,234,190,1
"1528",2878,7,1,0,549,234,196,1
"1529",3061,2,1,3,481,234,208,2
"1530",3064,2,2,2,374,234,208,2
"1531",3439,2,1,2,271,234,234,1
"1532",3943,2,1,0,375,234,270,2
"1533",4267,4,1,0,345,234,291,3
"1534",4366,1,2,0,424,234,298,2
"1535",4474,2,1,1,498,234,305,2
"1536",132,1,2,2,494,235,9,2
"1537",375,5,2,0,393,235,27,2
"1538",2091,2,2,0,516,235,144,1
"1539",2249,6,2,0,519,235,156,1
"1540",2343,5,2,0,473,235,162,1
"1541",3496,2,1,1,452,235,238,3
"1542",762,1,1,0,665,236,54,1
"1543",1689,2,1,0,650,236,115,2
"1544",3584,3,2,0,356,236,244,1
"1545",3763,1,1,2,611,236,257,4
"1546",3957,4,1,2,284,236,271,4
"1547",4085,2,3,0,268,236,280,2
"1548",4658,3,1,0,495,236,318,2
"1549",172,1,1,0,425,237,12,3
"1550",920,2,2,0,498,237,65,1
"1551",993,4,2,0,433,237,70,1
"1552",1298,1,2,0,507,237,89,2
"1553",2545,3,1,0,380,237,174,1
"1554",2987,1,1,1,292,237,203,4
"1555",3585,3,1,0,421,237,244,1
"1556",4024,1,2,1,487,237,275,1
"1557",1681,3,2,0,524,238,115,1
"1558",1794,2,2,1,421,238,121,3
"1559",2085,3,1,0,377,238,143,1
"1560",3066,4,1,1,227,238,208,4
"1561",3229,4,1,0,561,238,221,1
"1562",3856,1,1,0,478,238,264,2
"1563",3982,2,1,2,292,238,273,1
"1564",4472,2,2,0,379,238,304,3
"1565",48,2,1,0,414,239,3,1
"1566",246,2,1,0,602,239,17,2
"1567",382,1,1,3,528,239,27,2
"1568",1687,2,2,0,578,239,115,1
"1569",1866,2,2,1,374,239,127,2
"1570",2174,2,2,0,488,239,151,1
"1571",2714,4,2,2,380,239,184,1
"1572",2858,4,2,0,537,239,195,1
"1573",2944,1,2,0,390,239,201,2
"1574",2958,1,2,0,582,239,201,1
"1575",3549,2,1,0,377,239,242,3
"1576",3716,2,1,0,664,239,254,3
"1577",3971,4,1,0,390,239,272,1
"1578",4023,1,1,0,763,239,275,1
"1579",4243,1,1,0,488,239,290,2
"1580",4352,3,2,0,436,239,297,1
"1581",70,6,1,0,392,240,5,1
"1582",1087,1,1,0,361,240,75,2
"1583",2109,2,2,0,310,240,145,1
"1584",2488,2,1,0,386,240,170,1
"1585",2542,4,1,0,418,240,174,1
"1586",2883,3,1,1,370,240,197,4
"1587",4350,1,1,3,491,240,297,2
"1588",308,4,2,0,528,241,21,1
"1589",838,1,1,2,527,241,59,2
"1590",1265,1,1,0,442,241,87,2
"1591",1845,2,2,0,341,241,125,2
"1592",2615,3,1,0,348,241,179,1
"1593",3211,1,1,1,333,241,220,2
"1594",3339,3,2,0,254,241,228,2
"1595",3628,1,2,2,478,241,247,2
"1596",3719,2,2,0,445,241,254,1
"1597",3915,4,2,0,397,241,268,1
"1598",4130,3,1,0,586,241,283,2
"1599",4617,4,1,0,340,241,315,1
"1600",4671,1,2,0,464,241,319,2
"1601",352,1,2,0,405,242,25,2
"1602",503,3,2,0,398,242,36,2
"1603",513,2,2,0,503,242,37,1
"1604",1694,5,1,0,584,242,115,1
"1605",1792,2,2,0,497,242,121,1
"1606",2358,1,2,1,371,242,163,2
"1607",3733,3,2,0,378,242,255,2
"1608",4621,2,2,0,354,242,316,4
"1609",4688,1,2,0,563,242,320,1
"1610",6,1,2,0,445,243,1,4
"1611",169,1,1,0,578,243,12,3
"1612",648,4,1,2,383,243,47,4
"1613",1943,4,1,0,433,243,133,1
"1614",2503,1,2,1,424,243,171,2
"1615",3084,3,1,0,335,243,210,1
"1616",84,1,1,0,466,244,6,3
"1617",326,3,1,0,501,244,23,1
"1618",516,1,1,0,417,244,37,1
"1619",871,2,1,0,381,244,62,2
"1620",1036,2,2,0,274,244,72,2
"1621",2380,1,2,3,476,244,164,2
"1622",2457,4,2,0,315,244,169,2
"1623",2460,4,1,0,364,244,169,2
"1624",2734,2,1,1,378,244,186,1
"1625",3516,2,1,0,455,244,240,1
"1626",3573,1,1,0,556,244,243,2
"1627",3625,4,2,0,428,244,247,1
"1628",3727,1,1,0,363,244,254,3
"1629",3760,2,1,1,413,244,257,1
"1630",4510,2,1,1,482,244,307,2
"1631",253,2,2,0,426,245,18,2
"1632",542,4,2,0,395,245,38,1
"1633",667,3,2,0,387,245,48,1
"1634",925,5,1,0,446,245,65,1
"1635",930,2,1,0,660,245,65,1
"1636",1203,5,2,0,536,245,83,1
"1637",1262,2,1,1,462,245,87,2
"1638",2424,5,3,0,434,245,166,1
"1639",2437,2,1,0,764,245,167,1
"1640",2902,3,2,2,405,245,198,1
"1641",3005,1,1,0,664,245,205,3
"1642",3239,5,1,0,475,245,221,1
"1643",3568,1,1,2,497,245,243,3
"1644",3647,1,1,0,739,245,248,1
"1645",4346,3,1,1,343,245,296,3
"1646",227,2,1,2,283,246,16,2
"1647",2147,4,1,0,552,246,149,4
"1648",2272,2,2,0,332,246,157,1
"1649",2643,2,1,2,481,246,180,2
"1650",3228,6,1,0,505,246,221,1
"1651",3243,3,2,0,413,246,222,2
"1652",4052,4,1,0,429,246,277,2
"1653",589,2,1,0,345,247,42,2
"1654",923,3,2,0,418,247,65,2
"1655",1315,1,1,2,343,247,91,2
"1656",3021,2,1,3,548,247,206,2
"1657",3081,2,1,0,487,247,210,1
"1658",3594,3,2,1,262,247,245,3
"1659",4281,2,2,0,447,247,292,2
"1660",341,4,1,0,383,248,24,2
"1661",683,1,1,0,458,248,49,1
"1662",924,4,2,1,346,248,65,2
"1663",999,1,2,0,481,248,70,1
"1664",1110,2,2,2,484,248,77,1
"1665",1323,3,1,2,266,248,92,4
"1666",1666,1,1,0,403,248,113,2
"1667",2359,1,1,3,291,248,163,2
"1668",2752,2,1,0,652,248,187,2
"1669",3987,1,2,2,432,248,273,2
"1670",4513,4,1,0,349,248,308,1
"1671",111,5,1,0,494,249,7,1
"1672",280,1,2,0,291,249,20,2
"1673",670,2,1,0,372,249,48,2
"1674",812,3,2,0,412,249,57,1
"1675",996,3,1,2,446,249,70,2
"1676",1960,2,2,0,232,249,134,4
"1677",2923,3,1,1,304,249,199,1
"1678",3493,2,2,0,382,249,238,2
"1679",30,1,1,0,356,250,2,2
"1680",407,1,1,0,721,250,30,1
"1681",2185,3,2,0,433,250,152,2
"1682",2538,2,1,0,358,250,174,2
"1683",2778,4,1,0,413,250,189,1
"1684",2960,2,1,0,469,250,202,1
"1685",4339,3,2,1,375,250,296,3
"1686",4343,4,1,0,319,250,296,1
"1687",4652,1,2,0,546,250,317,1
"1688",621,5,2,0,537,251,44,1
"1689",917,2,2,0,429,251,65,2
"1690",1016,1,1,1,280,251,71,2
"1691",2288,3,2,0,477,251,158,1
"1692",2499,1,1,0,460,251,171,2
"1693",2746,4,1,0,357,251,187,2
"1694",2847,7,1,0,443,251,194,1
"1695",3103,2,2,2,451,251,211,1
"1696",3515,3,1,0,552,251,240,3
"1697",3778,1,1,0,507,251,259,2
"1698",3995,2,1,0,387,251,273,1
"1699",4187,5,1,0,528,251,286,1
"1700",4687,1,2,0,418,251,320,2
"1701",1558,1,2,0,469,252,106,2
"1702",1585,3,2,0,430,252,108,1
"1703",1720,5,1,0,425,252,117,1
"1704",1847,4,2,0,481,252,125,1
"1705",1896,3,1,1,470,252,129,1
"1706",2076,3,1,0,438,252,143,1
"1707",2197,2,1,0,546,252,153,3
"1708",4226,3,2,0,428,252,289,2
"1709",354,1,2,0,438,253,25,3
"1710",384,1,2,0,448,253,27,2
"1711",429,3,2,0,313,253,30,3
"1712",3159,6,1,0,400,253,216,1
"1713",3861,3,2,0,356,253,264,2
"1714",3877,3,2,0,423,253,265,2
"1715",4329,1,1,2,454,253,295,3
"1716",477,2,3,1,367,254,34,2
"1717",528,4,2,2,349,254,37,1
"1718",2942,2,2,0,448,254,201,2
"1719",4044,2,2,0,572,254,277,2
"1720",4063,3,2,0,430,254,278,1
"1721",4174,2,1,2,487,254,286,3
"1722",4246,2,3,0,633,254,290,2
"1723",4355,3,1,0,309,254,297,1
"1724",15,2,2,0,562,255,1,1
"1725",188,1,1,0,507,255,12,3
"1726",192,2,2,0,277,255,13,1
"1727",1121,3,1,0,496,255,77,1
"1728",1285,6,1,0,389,255,88,1
"1729",1510,4,2,0,549,255,104,1
"1730",2294,1,2,0,280,255,159,2
"1731",2577,3,2,0,405,255,176,1
"1732",3463,4,1,0,435,255,237,1
"1733",947,2,2,0,438,256,66,2
"1734",1071,5,2,0,525,256,74,1
"1735",3180,2,1,0,423,256,217,1
"1736",3522,4,2,2,373,256,240,1
"1737",4550,2,2,0,442,256,311,2
"1738",645,6,2,1,550,257,46,1
"1739",1427,5,2,0,517,257,99,4
"1740",3483,2,2,0,479,257,238,2
"1741",3920,5,1,0,498,257,268,1
"1742",4383,2,1,4,560,257,299,2
"1743",223,2,1,1,396,258,16,4
"1744",449,1,1,0,620,258,32,2
"1745",2201,2,2,1,287,258,153,2
"1746",2605,2,1,0,349,258,178,1
"1747",2639,1,1,0,344,258,180,2
"1748",3435,4,2,0,452,258,234,1
"1749",4173,2,1,2,301,258,286,3
"1750",4470,3,1,0,344,258,304,1
"1751",285,2,2,0,444,259,20,2
"1752",1725,1,1,0,411,259,117,2
"1753",2420,3,1,0,369,259,166,1
"1754",2701,3,2,0,330,259,184,1
"1755",2832,2,2,1,288,259,193,3
"1756",3334,4,2,0,463,259,227,1
"1757",3418,1,2,3,399,259,233,2
"1758",4048,2,2,0,518,259,277,1
"1759",77,2,2,2,345,260,5,3
"1760",618,5,3,0,754,260,44,1
"1761",1104,2,4,0,932,260,76,3
"1762",1128,3,2,0,446,260,78,1
"1763",2861,2,2,0,268,260,195,1
"1764",3355,2,2,0,531,260,229,1
"1765",3946,4,1,2,360,260,270,1
"1766",4076,1,2,3,383,260,279,2
"1767",991,1,2,1,382,261,69,2
"1768",972,6,2,0,554,262,68,1
"1769",2574,3,2,3,352,262,176,2
"1770",3258,2,1,0,408,262,223,3
"1771",3441,4,2,0,356,262,235,1
"1772",4561,4,1,2,345,262,311,1
"1773",4586,4,1,0,399,262,313,1
"1774",4624,2,1,0,313,262,316,3
"1775",420,1,2,0,411,263,30,2
"1776",1021,2,2,1,354,263,71,1
"1777",2141,5,3,0,599,263,149,4
"1778",2215,2,1,0,385,263,154,3
"1779",2568,2,1,1,459,263,176,2
"1780",2856,4,1,0,381,263,195,1
"1781",2935,1,2,0,508,263,200,2
"1782",3620,4,2,0,453,263,246,1
"1783",4480,2,1,0,617,263,305,2
"1784",148,2,2,0,541,264,10,1
"1785",656,2,1,0,377,264,47,2
"1786",953,4,1,0,472,264,67,1
"1787",1648,2,2,0,503,264,112,1
"1788",1799,3,2,0,378,264,122,1
"1789",2270,1,1,0,465,264,157,1
"1790",2333,1,2,0,457,264,161,2
"1791",2998,1,2,2,470,264,204,1
"1792",3104,6,2,0,635,264,211,1
"1793",3316,1,2,0,530,264,226,1
"1794",3411,2,2,0,434,264,233,1
"1795",4435,4,2,3,436,264,302,1
"1796",1125,4,2,0,497,265,78,1
"1797",1986,3,2,0,482,265,135,1
"1798",2357,3,1,0,302,265,163,1
"1799",2792,2,2,0,478,265,190,2
"1800",1252,2,1,0,372,266,86,2
"1801",1555,5,1,0,462,266,106,1
"1802",1887,3,2,0,378,266,129,1
"1803",2519,4,2,0,507,266,172,1
"1804",775,4,2,0,438,267,55,1
"1805",1592,3,2,0,268,267,108,1
"1806",1755,2,2,0,538,267,119,1
"1807",2415,4,1,0,316,267,166,1
"1808",3114,1,2,0,499,267,212,2
"1809",3767,1,2,0,496,267,257,1
"1810",4562,5,1,0,455,267,311,1
"1811",276,4,1,0,383,268,20,1
"1812",465,1,1,0,764,268,33,2
"1813",1652,1,1,1,371,268,112,1
"1814",2022,6,1,1,322,268,138,1
"1815",2370,2,2,0,366,268,163,3
"1816",2819,5,2,0,525,268,192,1
"1817",978,1,2,0,452,269,69,2
"1818",1040,1,1,0,4320,269,72,4
"1819",1822,6,2,0,567,269,124,1
"1820",2414,2,3,0,462,269,166,3
"1821",2580,3,1,4,252,269,176,2
"1822",2687,2,1,3,300,269,183,2
"1823",2745,3,1,0,364,269,187,2
"1824",2756,3,2,0,443,269,188,3
"1825",4220,5,1,0,511,269,288,1
"1826",638,4,1,0,358,270,46,1
"1827",884,2,1,0,347,270,63,2
"1828",1813,4,1,1,441,270,123,4
"1829",1843,1,2,0,391,270,125,2
"1830",2583,4,2,0,318,270,177,1
"1831",3147,2,1,0,329,270,215,2
"1832",3757,4,2,0,517,270,256,1
"1833",4177,3,2,1,242,270,286,3
"1834",63,4,2,0,432,271,4,1
"1835",203,6,2,1,453,271,14,1
"1836",385,2,2,0,468,271,27,2
"1837",962,2,2,0,415,271,68,2
"1838",964,2,2,1,319,271,68,2
"1839",1726,2,2,0,488,271,117,2
"1840",2456,9,1,0,890,271,169,4
"1841",3389,2,2,0,514,271,231,1
"1842",4064,2,2,0,553,271,278,1
"1843",4125,1,2,0,537,271,282,1
"1844",4517,1,1,0,864,271,308,4
"1845",625,3,1,0,518,272,45,1
"1846",795,1,1,0,611,272,56,2
"1847",1079,2,3,0,601,272,75,1
"1848",1295,1,2,0,393,272,89,2
"1849",2464,5,2,0,499,272,169,4
"1850",3072,5,1,0,516,272,209,1
"1851",3253,3,2,0,458,272,222,1
"1852",3305,2,2,0,540,272,226,1
"1853",3508,3,1,1,226,272,239,1
"1854",3938,4,1,0,803,272,270,3
"1855",3988,1,1,1,353,272,273,1
"1856",4109,2,2,0,581,272,281,1
"1857",4282,2,2,0,474,272,292,1
"1858",595,3,2,1,394,273,42,2
"1859",1256,2,3,0,696,273,87,2
"1860",3942,4,1,4,268,273,270,2
"1861",4231,2,3,0,415,273,289,2
"1862",168,2,1,0,665,274,11,1
"1863",363,1,1,0,410,274,25,2
"1864",598,6,2,0,579,274,42,1
"1865",1936,2,2,0,558,274,132,1
"1866",2403,3,2,0,465,274,165,1
"1867",2864,6,1,0,653,274,196,1
"1868",4265,2,1,0,342,274,291,3
"1869",4314,1,1,0,559,274,294,2
"1870",397,1,2,0,425,275,28,2
"1871",937,1,1,0,442,275,66,2
"1872",1038,2,1,3,487,275,72,2
"1873",1048,5,1,0,442,275,73,1
"1874",1340,1,1,0,395,275,92,1
"1875",1448,3,2,2,335,275,100,2
"1876",1478,4,1,0,394,275,102,1
"1877",1837,2,2,0,590,275,125,1
"1878",2204,1,1,0,3226,275,153,1
"1879",3152,9,2,2,385,275,215,4
"1880",3979,2,2,3,370,275,273,3
"1881",86,2,1,0,368,276,6,2
"1882",650,2,2,0,507,276,47,2
"1883",1782,1,1,1,269,276,121,2
"1884",2596,4,1,0,377,276,177,2
"1885",3507,3,2,0,408,276,239,1
"1886",3672,2,1,0,665,276,250,2
"1887",3694,4,1,0,431,276,252,1
"1888",3706,2,2,0,532,276,253,1
"1889",4056,1,3,0,508,276,278,2
"1890",4554,3,2,0,387,276,311,1
"1891",861,2,1,0,661,277,61,2
"1892",1041,2,2,0,456,277,72,2
"1893",1942,1,1,2,569,277,132,1
"1894",2302,3,1,2,456,277,159,2
"1895",2972,1,1,0,606,277,202,1
"1896",3077,2,2,0,500,277,209,2
"1897",3348,4,2,1,412,277,228,1
"1898",3994,3,1,1,437,277,273,3
"1899",4558,3,2,0,415,277,311,1
"1900",4583,3,1,0,510,277,313,1
"1901",29,4,1,0,399,278,2,1
"1902",268,6,2,0,517,278,19,1
"1903",629,2,1,0,388,278,45,3
"1904",778,2,1,1,325,278,55,1
"1905",2786,4,2,0,446,278,190,1
"1906",3553,4,1,0,719,278,242,1
"1907",3640,2,2,0,461,278,248,1
"1908",3884,3,2,1,299,278,266,3
"1909",4240,2,1,2,410,278,289,2
"1910",4533,3,2,0,359,278,309,2
"1911",4588,1,1,1,317,278,313,2
"1912",4611,2,2,0,287,278,315,2
"1913",356,1,1,0,402,279,25,2
"1914",818,2,2,1,370,279,58,4
"1915",1272,6,2,0,521,279,88,1
"1916",2040,5,2,2,411,279,140,1
"1917",2119,2,1,2,481,279,147,2
"1918",2266,3,1,0,590,279,157,2
"1919",2481,5,2,0,518,279,170,1
"1920",3078,5,1,0,503,279,209,1
"1921",139,5,2,0,530,280,10,1
"1922",950,3,2,0,512,280,67,2
"1923",4353,5,1,3,301,280,297,2
"1924",4491,2,2,0,477,280,306,1
"1925",1454,1,1,0,423,281,101,2
"1926",1829,3,3,0,658,281,124,2
"1927",1888,2,1,0,532,281,129,2
"1928",2255,4,1,0,372,281,156,1
"1929",3238,5,1,0,487,281,221,1
"1930",3566,1,2,0,429,281,243,2
"1931",4147,3,2,2,339,281,284,1
"1932",4361,1,2,2,399,281,298,2
"1933",4445,2,1,0,396,281,303,2
"1934",4500,1,2,2,412,281,306,2
"1935",609,4,1,0,384,282,44,2
"1936",1645,1,1,0,510,282,112,2
"1937",2082,3,1,1,446,282,143,4
"1938",2573,2,1,1,422,282,176,3
"1939",3512,2,2,0,462,282,240,1
"1940",4436,1,1,1,506,282,302,2
"1941",1765,2,1,0,700,283,120,1
"1942",3284,3,2,0,267,283,225,1
"1943",78,4,2,0,451,284,5,1
"1944",768,2,2,0,540,284,54,1
"1945",2407,2,2,0,477,284,166,1
"1946",3096,2,2,1,401,284,211,2
"1947",4557,4,1,0,371,284,311,1
"1948",334,3,1,0,298,285,24,4
"1949",2312,3,1,0,359,285,160,1
"1950",2855,4,2,0,758,285,195,4
"1951",3017,2,1,2,390,285,205,1
"1952",3954,2,2,0,272,285,271,2
"1953",3967,3,2,0,551,285,272,1
"1954",142,3,1,2,304,286,10,1
"1955",1474,5,2,0,625,286,102,1
"1956",2136,1,2,0,659,286,148,2
"1957",2155,4,1,0,809,286,149,1
"1958",2860,2,2,0,504,286,195,1
"1959",3457,9,1,0,777,286,236,4
"1960",4494,1,1,0,506,286,306,1
"1961",4505,1,2,0,475,286,307,1
"1962",4660,4,1,1,253,286,318,2
"1963",112,2,2,2,527,287,8,1
"1964",693,1,2,0,520,287,49,2
"1965",1226,3,2,0,375,287,84,1
"1966",1451,2,1,0,636,287,101,1
"1967",1649,2,2,2,427,287,112,1
"1968",1833,3,2,2,329,287,124,2
"1969",901,2,3,0,696,288,64,1
"1970",1314,3,1,2,252,288,91,2
"1971",2555,2,2,0,465,288,175,1
"1972",2601,3,1,0,376,288,178,1
"1973",2641,2,2,0,401,288,180,2
"1974",2850,3,2,0,374,288,194,4
"1975",3498,2,2,0,465,288,238,2
"1976",3934,2,2,2,504,288,269,2
"1977",4538,1,1,0,691,288,310,1
"1978",4574,7,1,0,534,288,312,1
"1979",700,4,1,0,326,289,50,1
"1980",744,6,1,0,474,289,53,1
"1981",1352,1,1,0,596,289,94,4
"1982",1922,1,1,0,385,289,131,3
"1983",2431,5,1,0,384,289,167,1
"1984",4287,6,1,2,343,289,293,1
"1985",4506,2,2,0,409,289,307,2
"1986",166,2,1,1,283,290,11,1
"1987",317,2,2,0,494,290,22,1
"1988",1409,1,2,0,500,290,97,2
"1989",4322,3,1,4,361,290,295,3
"1990",4375,4,2,0,389,290,298,1
"1991",4549,2,2,0,243,290,311,1
"1992",4604,3,1,0,382,290,314,1
"1993",332,2,1,2,537,291,23,2
"1994",730,6,2,3,483,291,52,1
"1995",1602,1,2,0,466,291,109,2
"1996",2371,3,2,0,430,291,163,1
"1997",4025,1,2,0,588,291,275,3
"1998",488,6,1,0,511,292,35,1
"1999",1450,1,2,0,433,292,100,1
"2000",1548,5,2,0,558,292,105,1
"2001",1911,7,1,0,528,292,130,1
"2002",2750,1,1,1,297,292,187,4
"2003",3083,2,1,0,799,292,210,1
"2004",4567,4,1,0,616,292,312,4
"2005",525,4,2,0,436,293,37,1
"2006",1511,3,1,0,568,293,104,4
"2007",2243,2,1,2,295,293,156,1
"2008",2551,1,1,2,298,293,175,2
"2009",3947,1,1,0,630,293,271,1
"2010",1464,1,2,0,401,294,101,2
"2011",1967,3,1,2,286,294,134,4
"2012",2069,2,2,0,398,294,142,1
"2013",2773,2,2,0,390,294,189,1
"2014",3408,2,4,1,399,294,233,1
"2015",4328,2,2,0,459,294,295,1
"2016",4593,5,2,0,582,294,314,1
"2017",194,2,2,0,460,295,13,2
"2018",491,3,1,0,340,295,35,1
"2019",1717,3,2,0,420,295,117,2
"2020",1767,1,2,0,432,295,120,2
"2021",2947,1,1,1,277,295,201,2
"2022",3327,1,2,2,264,295,227,2
"2023",3913,3,3,0,528,295,268,4
"2024",4347,2,1,0,626,295,296,2
"2025",115,2,1,0,427,296,8,1
"2026",367,1,1,0,345,296,26,2
"2027",987,4,2,0,419,296,69,1
"2028",1331,2,2,0,475,296,92,1
"2029",1543,1,2,0,477,296,105,1
"2030",2446,1,2,0,428,296,168,2
"2031",4349,2,2,0,410,296,297,1
"2032",4582,2,2,0,481,296,313,1
"2033",505,3,1,0,376,297,36,2
"2034",831,2,3,0,799,297,59,1
"2035",1697,3,2,0,373,297,115,1
"2036",2525,1,1,0,676,297,173,4
"2037",2676,5,1,0,535,297,183,1
"2038",3338,3,2,0,368,297,228,2
"2039",3597,4,2,0,389,297,245,1
"2040",4119,5,2,0,546,297,282,1
"2041",4662,3,1,1,386,297,318,3
"2042",896,1,2,0,885,298,64,4
"2043",2571,3,2,0,452,298,176,1
"2044",3233,3,2,0,435,298,221,1
"2045",3642,2,1,2,278,298,248,2
"2046",4212,1,1,0,638,298,288,2
"2047",235,2,2,0,504,299,17,4
"2048",422,4,2,1,333,299,30,1
"2049",1008,1,1,0,756,299,70,1
"2050",1413,5,1,0,466,299,97,1
"2051",1669,2,2,0,456,299,113,1
"2052",1844,1,1,0,376,299,125,2
"2053",3262,2,2,1,221,299,223,2
"2054",3793,4,2,0,394,299,260,1
"2055",100,3,2,2,340,300,7,1
"2056",1273,6,3,2,442,300,88,1
"2057",1607,1,2,0,340,300,109,2
